date,verse_title,phrase_indices,score,matches_woodruff,matches_scriptures,volume_title
"December 31, 1846 ",Ezra 2:11,"[(17628, 594)]",0.72125,hundred and twenty three councils 123 Baptized six hundred and,The children of Bebai six hundred twenty and three,Old Testament
"January 21, 1844 ",Malachi 4:6,"[(10710, 1129)]",0.72124,"come and smite the whole earth with a curse"" Now",fathers lest I come and smite the earth with a curse,Old Testament
"January 21, 1844 ",3 Nephi 25:6,"[(10710, 2110)]",0.72124,"come and smite the whole earth with a curse"" Now",fathers lest I come and smite the earth with a curse,Book of Mormon
"January 13, 1856 ",Doctrine and Covenants 2:2,"[(12521, 2236)]",0.72122,"Lord"" ""And He shall turn the Hearts of the Fathers",the promises made to the fathers and the hearts of the children shall turn to their fathers,Doctrine and Covenants
"April 30, 1846 ",2 Samuel 19:22,"[(17092, 379)]",0.7211,Zion If ye are the sons of God ye shall,ye sons of Zeruiah that ye should this day be,Old Testament
"August 23, 1844 ",Deuteronomy 21:5,"[(1554, 242)]",0.721,feel to bless him in the name of the Lord,unto him and to bless in the name of the,Old Testament
"January 19, 1847 ",Exodus 15:26,"[(17697, 98)]",0.72068,Heaven to keep all the commandments and statutes of the,his commandments and keep all his statutes I will put,Old Testament
"January 13, 1856 ",Ether 15:15,"[(12363, 2178)]",0.72064,Men have left their wives wives their husbands children their,with their wives and their childrenboth men women and children,Book of Mormon
"December 31, 1836 ",Exodus 38:26,"[(112, 135)]",0.72035,1st I Travled six thousand five hundred and fifty seven,for six hundred thousand and three thousand and five hundred and fifty men,Old Testament
"January 17, 1840 ",Doctrine and Covenants 90:13,"[(5723, 2623)]",0.72017,England to preside over the affairs of the Church in,you shall from thenceforth preside over the affairs of the church and the school,Doctrine and Covenants
"December 31, 1836 ",Zechariah 1:7,"[(169, 1090)]",0.72001,day of the first month of the Eleventh year of,Upon the four and twentieth day of the eleventh month,Old Testament
"September 9, 1843 ",2 Corinthians 3:17,"[(2007, 1314)]",0.71994,of the Lord for the spirit of the Lord is,Now the Lord is that Spirit and where the Spirit of the Lord is there is liberty,New Testament
"April 30, 1843 ",Doctrine and Covenants 68:25,"[(8446, 2504)]",0.71979,gift of the Holy Ghost Cornelius received the Holy Ghost,and the gift of the Holy Ghost by the laying,Doctrine and Covenants
"September 9, 1843 ",3 Nephi 10:5,"[(2010, 2040)]",0.71964,Jews oft as a hen gathereth her chickens under her,a hen gathereth her chickens under her wings yea O,Book of Mormon
"December 19, 1841 ",Doctrine and Covenants 118:6,"[(11276, 2748)]",0.71954,his servant Joseph Smith Jr let my servant Brigham Young,Let my servant John Taylor and also my servant John,Doctrine and Covenants
"August 28, 1846 ",1 Nephi 2:1,"[(17320, 1454)]",0.71952,Son thou hast spoken well I have all thou hast,which thou hast done and because thou hast been faithful,Book of Mormon
"February 18, 1855 ",Psalms 118:16,"[(13827, 712)]",0.71947,the right hand of the Lord there is not the,The right hand of the Lord is exalted the right hand of the Lord doeth valiantly,Old Testament
"January 1, 1872 ",Doctrine and Covenants 115:3,"[(15473, 2745)]",0.71929,of the Church of Jesus Christ of Latterday Saints to,of my Church of Jesus Christ of Latterday Saints scattered abroad in all the world,Doctrine and Covenants
"July 1, 1866 ",Doctrine and Covenants 21:1,"[(16103, 2322)]",0.71915,to be An Apostle in the Church of Jesus Christ,a prophet an apostle of Jesus Christ an elder of,Doctrine and Covenants
"June 22, 1845 ",Doctrine and Covenants 135:1,"[(9958, 2941)]",0.71896,the Prophet and Patriarch Joseph Smith Jr and Hyrum Smith,Prophet and Hyrum Smith the Patriarch They were shot in,Doctrine and Covenants
"April 30, 1843 ",1 Nephi 13:37,"[(8446, 1495)]",0.71882,gift of the Holy Ghost Cornelius received the Holy Ghost,gift and the power of the Holy Ghost and if,Book of Mormon
"December 7, 1842 ",Zechariah 14:4,"[(7217, 1105)]",0.71873,visited Mount of Olives Jerusalem and he was the first,mount of Olives which is before Jerusalem on the east,Old Testament
"January 13, 1856 ",Jeremiah 33:26,"[(12525, 901)]",0.71857,his seed should be saved And all the seed of,of his seed to be rulers over the seed of,Old Testament
"October 9, 1851 ",Doctrine and Covenants 1:30,"[(20419, 2221)]",0.71846,to lay the foundation of this church lay their bodies,have power to lay the foundation of this church and,Doctrine and Covenants
"December 31, 1840 ",2 Nephi 10:9,"[(2842, 1559)]",0.71816,become their nursing fathers and Queens their nursing mothers they,unto them and their queens shall become nursing mothers wherefore,Book of Mormon
"October 20, 1855 ",Nehemiah 8:9,"[(13486, 663)]",0.71814,be unto all people for unto you is born this,unto all the people This day is holy unto the,Old Testament
"October 9, 1851 ",Mosiah 2:31,"[(20467, 1722)]",0.71794,all the commandments of God if commandments are given us,commandments of my son or the commandments of God which,Book of Mormon
"December 31, 1840 ",Joseph Smith--History 1:70,"[(3011, 3283)]",0.71792,the gift of the Holy Ghost ^and power^ of the,laying on hands for the gift of the Holy Ghost,Pearl of Great Price
"January 13, 1856 ",2 Chronicles 20:19,"[(12522, 572)]",0.71787,to the children and the hearts of the children to,And the Levites of the children of the Kohathites and,Old Testament
"October 2, 1856 ",Doctrine and Covenants 124:125,"[(11878, 2803)]",0.71779,be Prophet seer and Revelator in the Church and kingdom,presiding elder over all my church to be a translator a revelator a seer and prophet,Doctrine and Covenants
"October 9, 1856 ",Doctrine and Covenants 18:32,"[(12187, 2269)]",0.71778,full of the Holy Ghost and power of God the,to the power of the Holy Ghost which is in,Doctrine and Covenants
"October 5, 1856 ",2 Nephi 28:26,"[(11966, 1627)]",0.71777,of the spirit and power of God and the Gift,of men and denieth the power of God and the gift of the Holy Ghost!,Book of Mormon
"September 10, 1843 ",Doctrine and Covenants 45:30,"[(11525, 2406)]",0.71771,the gentiles until the times of the gentiles be fulfilled,And in that generation shall the times of the Gentiles be fulfilled,Doctrine and Covenants
"December 27, 1841 ",Joseph Smith--History 1:59,"[(2614, 3244)]",0.71765,and I had the privilege of seeing for the first time in my day the URIM and THUMMIM,Urim and Thummim and the breastplate On the twentysecond day,Pearl of Great Price
"January 1, 1872 ",Doctrine and Covenants 21:1,"[(15466, 2322)]",0.7176,the Name of Jesus Christ as An Apostle of the,a prophet an apostle of Jesus Christ an elder of,Doctrine and Covenants
"August 11, 1847 ",Ezra 2:44,"[(25123, 596)]",0.71757,the fathers to the children and the children to their,The children of Keros the children of Siaha the children of Padon,Old Testament
"August 11, 1847 ",Ezra 2:45,"[(25123, 597)]",0.71757,the fathers to the children and the children to their,The children of Lebanah the children of Hagabah the children of Akkub,Old Testament
"August 11, 1847 ",Nehemiah 7:51,"[(25123, 644)]",0.71757,the fathers to the children and the children to their,The children of Gazzam the children of Uzza the children of Phaseah,Old Testament
"August 11, 1847 ",Nehemiah 7:49,"[(25123, 642)]",0.71757,the fathers to the children and the children to their,The children of Hanan the children of Giddel the children of Gahar,Old Testament
"August 11, 1847 ",Nehemiah 7:53,"[(25123, 646)]",0.71757,the fathers to the children and the children to their,The children of Bakbuk the children of Hakupha the children of Harhur,Old Testament
"August 11, 1847 ",Nehemiah 7:54,"[(25123, 647)]",0.71757,the fathers to the children and the children to their,The children of Bazlith the children of Mehida the children of Harsha,Old Testament
"August 11, 1847 ",Nehemiah 7:55,"[(25123, 648)]",0.71757,the fathers to the children and the children to their,The children of Barkos the children of Sisera the children of Tamah,Old Testament
"August 11, 1847 ",Nehemiah 7:52,"[(25123, 645)]",0.71757,the fathers to the children and the children to their,The children of Besai the children of Meunim the children of Nephishesim,Old Testament
"August 11, 1847 ",Nehemiah 7:48,"[(25123, 641)]",0.71757,the fathers to the children and the children to their,The children of Lebana the children of Hagaba the children of Shalmai,Old Testament
"August 11, 1847 ",Ezra 2:46,"[(25123, 598)]",0.71757,the fathers to the children and the children to their,The children of Hagab the children of Shalmai the children of Hanan,Old Testament
"August 11, 1847 ",Nehemiah 7:58,"[(25123, 651)]",0.71757,the fathers to the children and the children to their,The children of Jaala the children of Darkon the children of Giddel,Old Testament
"August 11, 1847 ",Nehemiah 7:47,"[(25123, 640)]",0.71757,the fathers to the children and the children to their,The children of Keros the children of Sia the children of Padon,Old Testament
"August 11, 1847 ",Ezra 2:47,"[(25123, 599)]",0.71757,the fathers to the children and the children to their,The children of Giddel the children of Gahar the children of Reaiah,Old Testament
"August 11, 1847 ",Ezra 2:48,"[(25123, 600)]",0.71757,the fathers to the children and the children to their,The children of Rezin the children of Nekoda the children of Gazzam,Old Testament
"August 11, 1847 ",Ezra 2:49,"[(25123, 601)]",0.71757,the fathers to the children and the children to their,The children of Uzza the children of Paseah the children of Besai,Old Testament
"August 11, 1847 ",Ezra 2:50,"[(25123, 602)]",0.71757,the fathers to the children and the children to their,The children of Asnah the children of Mehunim the children of Nephusim,Old Testament
"August 11, 1847 ",Ezra 2:56,"[(25123, 608)]",0.71757,the fathers to the children and the children to their,The children of Jaalah the children of Darkon the children of Giddel,Old Testament
"August 11, 1847 ",Ezra 2:51,"[(25123, 603)]",0.71757,the fathers to the children and the children to their,The children of Bakbuk the children of Hakupha the children of Harhur,Old Testament
"August 11, 1847 ",Ezra 2:54,"[(25123, 606)]",0.71757,the fathers to the children and the children to their,The children of Neziah the children of Hatipha,Old Testament
"August 11, 1847 ",Ezra 2:53,"[(25123, 605)]",0.71757,the fathers to the children and the children to their,The children of Barkos the children of Sisera the children of Thamah,Old Testament
"August 11, 1847 ",Ezra 2:52,"[(25123, 604)]",0.71757,the fathers to the children and the children to their,The children of Bazluth the children of Mehida the children of Harsha,Old Testament
"August 11, 1847 ",Nehemiah 7:56,"[(25123, 649)]",0.71757,the fathers to the children and the children to their,The children of Neziah the children of Hatipha,Old Testament
"August 11, 1847 ",Nehemiah 7:50,"[(25123, 643)]",0.71757,the fathers to the children and the children to their,The children of Reaiah the children of Rezin the children of Nekoda,Old Testament
"March 10, 1844 ",Doctrine and Covenants 45:42,"[(8742, 2410)]",0.71756,day of the Lord come and He shall turn the,And before the day of the Lord shall come the,Doctrine and Covenants
"April 30, 1843 ",Moses 6:52,"[(8449, 3109)]",0.71754,he could not receive the gift of the Holy Ghost,receive the gift of the Holy Ghost asking all things,Pearl of Great Price
"September 15, 1856 ",1 Corinthians 1:2,"[(11707, 1296)]",0.71721,the name of Jesus Christ that it may be sanctified,them that are sanctified in Christ Jesus called to be,New Testament
"April 27, 1847 ",Doctrine and Covenants 59:15,"[(22009, 2455)]",0.7172,glad Heart and cheerful countenance and a smile upon the,is sin but with a glad heart and a cheerful countenance,Doctrine and Covenants
"September 9, 1843 ",3 Nephi 10:6,"[(2010, 2046)]",0.71716,Jews oft as a hen gathereth her chickens under her,oft will I gather you as a hen gathereth her,Book of Mormon
"August 28, 1846 ",Isaiah 40:28,"[(17320, 805)]",0.71715,Son thou hast spoken well I have all thou hast,Hast thou not known hast thou not heard that the,Old Testament
"June 30, 1838 ",Numbers 32:33,"[(8068, 210)]",0.71713,of the blessings of the Kingdom of the kingdom of,of Sihon king of the Amorites and the kingdom of,Old Testament
"April 30, 1843 ",Alma 9:21,"[(8454, 1853)]",0.71709,gift of the Holy Ghost by the laying on of,the gift of the Holy Ghost and the gift of translation,Book of Mormon
"June 13, 1847 ",Alma 50:22,"[(24985, 1976)]",0.71701,faithful in keeping the commandments of God I have taken,And those who were faithful in keeping the commandments of,Book of Mormon
"January 21, 1847 ",Matthew 22:32,"[(17770, 1158)]",0.71693,the God of your Fathers the God of Abraham and,I am the God of Abraham and the God of,New Testament
"September 17, 1854 ",Moroni 8:18,"[(13691, 2211)]",0.71687,to all Eternity but when all the Gods of Eternity,neither a changeable being but he is unchangeable from all eternity to all eternity,Book of Mormon
"September 7, 1851 ",Doctrine and Covenants 76:1,"[(19953, 2516)]",0.7167,the Earth Hear it O ye Heavens O ye Earth,Hear O ye heavens and give ear O earth and,Doctrine and Covenants
"April 22, 1838 ",Isaiah 30:18,"[(4063, 793)]",0.71644,with them May the Lord have mercy upon the saints,he may have mercy upon you for the Lord is,Old Testament
"June 28, 1840 ",2 Peter 1:19,"[(9317, 1376)]",0.71607,then would want that more sure word of Prophecy that,We have also a more sure word of prophecy whereunto,New Testament
"April 6, 1837 ",Jacob 5:14,"[(5011, 1679)]",0.71593,the tame olive tree is again manifest in the earth,the tame olive tree in the nethermost parts of the,Book of Mormon
"September 10, 1843 ",Doctrine and Covenants 135:3,"[(11423, 2953)]",0.71576,moved upon by the power of God and the gift,by the gift and power of God and has been,Doctrine and Covenants
